"Style Number","Alternate Style Number (usually other color)","Catalog Number","Delivery Ex-Works","Delivery Last Update","List Price US$","Insulator Type","Color","Outline Drawing","Download Drawing","Apparatus","Standard","Bushing Type","Oil Indication","Application","Mounting Position","Connection Type","Current Version","Voltage Class","kV BIL","Max kV L-G","Cantilever Design Test Rating Upper Value","Cantilever Design Test Rating Lower Value","Approximate Capacitance C1","Approximate Capacitance C2","Current Rating Draw Lead","Bottom Connected","Oil Circuit Breaker","Lower End Length (L)","C.T. Pocket Transformer","C.T. Pocket Oil Circuit Breaker","Exposable Length Transformer (EL)","Exposable Length Oil Circuit Breaker (EL)","Max. Dia. From 1"" below Flange to Lower End of Bushing (D)","Upper End Length (B)","Minimum Creep","Arcing Distance","Lowest High Voltage (LHV)","Cable Height/Pin Height for AB Bushings (CH)","Maximum Altitude","Approximate Weight","Top End Terminal - Thread Dia and Class or number of Pads and Holes Per Pad","Top End Terminal - Length and Type or Dia, and Type of Holes","Top End Terminal - Thread Plating","Top End Terminal - Top Terminal Comments","Bottom End Terminal - Terminal Type","Bottom End Terminal - Min Outside Diameter","Bottom End Terminal - Bottom Terminal Comments","Max Inside Diameter (P)","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","Epoxy Coated Shield and Terminal Kit","Flange Mounting Comments","Special Features"
"069W0400AQ","","W17B601BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","5.0","69 kV","350 kV","44 kV","","","307.9 pfds.","pfds.","400 Amps","","","35.063 in.","21 in.","","21 in.","","5.15 in.","37.734 in.","56.906 in.","24.547 in.","27.547 in.","33.813 in.","10000 ft.","135 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 In x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.750 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Holes - 9.250 BC",""
"069W0400AS","","W17B608BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","1.0","69 kV","350 kV","44 kV","","","177 pfds.","pfds.","400 Amps","","","35.5 in.","16.5 in.","","16.5 in.","","5.625 in.","37.938 in.","53.75 in.","27.375 in.","30.75 in.","34 in.","10000 ft.","175 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.125-12 x 2.25 x","Min Outside Diameter","Bottom Terminal Comments",".875 I.d. tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","6.75 in.","Epoxy Coated Shield and Terminal Kit","(6) 1.000 Holes - 10.000 BC","Test Bushing"
"069W0400AU","","W07B639BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","3.0","69 kV","350 kV","44 kV","","","215.3 pfds.","pfds.","400 Amps","","","23.438 in.","9.5 in.","","9.5 in.","","5.15 in.","37.609 in.","70.5 in.","27.422 in.","30.422 in.","33.688 in.","10000 ft.","131 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 In x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Slots - 9.250 Dia. BC",""
"069W0400AW","","W17B640BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","4.0","69 kV","350 kV","44 kV","","","177.8 pfds.","pfds.","400 Amps","","","19.813 in.","5.875 in.","","5.875 in.","","5.15 in.","37.609 in.","70.5 in.","27.422 in.","30.422 in.","33.594 in.","10000 ft.","130 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.250 In x","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.750 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Holes - 9.250 Dia. BC",""
"069W0400MB","","W07B613BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","3.0","69 kV","350 kV","44 kV","","","330 pfds.","pfds.","400 Amps","","","40.938 in.","27 in.","","27 in.","","5.15 in.","34.734 in.","56.375 in.","24.547 in.","27.547 in.","30.813 in.","10000 ft.","140 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.125-12x2.25 x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments",".875 id tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Holes - 9.250 Dia. BC",""
"069W0400MG","","W07B627BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","2.0","69 kV","350 kV","44 kV","","","159.7 pfds.","pfds.","400 Amps","","","16.406 in.","2.5 in.","","2.5 in.","","5.15 in.","38.844 in.","53.656 in.","27.406 in.","31.656 in.","34.938 in.","10000 ft.","132 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.125-12UN-2A, 2.250 USABLE THD x","Min Outside Diameter","Bottom Terminal Comments",".875 id tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .625 Slots -10.875 Dia. BC",""
"069W0400MN","","W7B619BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","4.0","69 kV","350 kV","44 kV","","","389 pfds.","pfds.","400 Amps","","","46.688 in.","32.75 in.","","32.75 in.","","5.15 in.","35.984 in.","56.375 in.","24.547 in.","28.797 in.","32.063 in.","10000 ft.","175 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 In x","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .625 Slots - 10.875 Dia. BC",""
"069W0400MP","","W07B561BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","5.0","69 kV","350 kV","44 kV","","","316.4 pfds.","pfds.","400 Amps","","","37.438 in.","21 in.","","21 in.","","5.15 in.","37.609 in.","70.406 in.","27.422 in.","30.422 in.","33.687 in.","10000 ft.","162 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 In x 12","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 2.25, 0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Holes - 9.250 Dia. BC",""
"069W0400MQ","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","3.0","69 kV","350 kV","44 kV","","","271.4 pfds.","pfds.","400 Amps","","","24.626 in.","10.688 in.","","10.688 in.","","5.15 in.","43.546 in.","56.906 in.","24.547 in.","33.359 in.","29.625 in.","10000 ft.","141 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 x","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.25 in.","Epoxy Coated Shield and Terminal Kit","(6) .625 Holes - on 10.875 BC","NONE"
"069W0400MV","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","2.0","69 kV","350 kV","44 kV","","","313 pfds.","pfds.","400 Amps","","","37.25 in.","23 in.","","23 in.","","5.15 in.","35.984 in.","56.906 in.","24.547 in.","28.797 in.","32.063 in.","10000 ft.","160 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 In x","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .625 slots on 10.875 dia B.C.",""
"069W0400RX","","W17B482BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","2.0","69 kV","350 kV","44 kV","","","294 pfds.","pfds.","400 Amps","","","28.938 in.","14 in.","","14 in.","","5.15 in.","43.859 in.","56.906 in.","24.547 in.","33.672 in.","40 in.","10000 ft.","150 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.125-12x2.250 x","Min Outside Diameter","Bottom Terminal Comments",".875 id tube.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","6.5 in.","Epoxy Coated Shield and Terminal Kit","(8) .875 Holes - 11.125 Dia. BC",""
"069W0400UP","","W7B610BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","5.0","69 kV","350 kV","44 kV","","","294 pfds.","pfds.","400 Amps","","","35.063 in.","16.5 in.","","16.5 in.","","5.15 in.","34.734 in.","56.375 in.","24.547 in.","27.547 in.","30.688 in.","10000 ft.","131 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.125-12x2.25 usable x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments",".875 hole I/D","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.750 in.","Epoxy Coated Shield and Terminal Kit","(6) 0.875 Holes - 9.25 BC",""
"069W0400UQ","","W7B611BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","5.0","69 kV","350 kV","44 kV","","","260.2 pfds.","pfds.","400 Amps","","","30.438 in.","16.5 in.","","16.5 in.","","5.15 in.","34.734 in.","56.375 in.","24.547 in.","27.547 in.","30.813 in.","10000 ft.","125 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 In x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.875 Holes - 9.25 BC",""
"069W0400VK","","W17B636BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","5.0","69 kV","350 kV","44 kV","","","298 pfds.","pfds.","400 Amps","","","37.063 in.","22.5 in.","","22.5 in.","","5.15 in.","37.734 in.","56.375 in.","24.547 in.","27.547 in.","30.812 in.","10000 ft.","145 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 In x","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(8) .625 Dia. Holes - 9.750 Dia. BC",""
"069W0400VS","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","3.0","69 kV","350 kV","73 kV","","","315 pfds.","1598 pfds.","400 Amps","","","30.454 in.","16.5 in.","","16.5 in.","","5.15 in.","37.171 in.","72.155 in.","24.875 in.","29.265 in.","33.141 in.","10000 ft.","110 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.125-12x2.25 x","Min Outside Diameter","Bottom Terminal Comments",".875 id tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Slots - 9.250 Dia. BC","LINE 2 TAP"
"069W0400XQ","","W17B612BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","3.0","69 kV","350 kV","44 kV","","","295 pfds.","pfds.","400 Amps","","","35.063 in.","21 in.","","21 in.","","5.15 in.","40.609 in.","70.406 in.","27.422 in.","30.422 in.","37.25 in.","10000 ft.","147 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.125 OD - 12 x 2.25 In x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","DrLd-0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Holes - 9.250 Dia. BC","NONE"
"069W0400XU","","W11B5298BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 45 deg. from vertical","Draw Lead","3.0","69 kV","350 kV","44 kV","","","227 pfds.","0 pfds.","400 Amps","","","19.5 in.","4.25 in.","","4.25 in.","","4.875 in.","41.328 in.","72.28 in.","24.906 in.","27.531 in.","29.055 in.","10000 ft.","150 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1/0 - 500 MCM CABLE CLAMP x","Min Outside Diameter","Bottom Terminal Comments","1.000 Dia. Tube ID","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.750 in.","Epoxy Coated Shield and Terminal Kit","(8) 0.625 Holes - 9.75","1.000"" Tube ID"
"069W0412AL","","W17B619BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead and Bottom","2.0","69 kV","350 kV","44 kV","","","278 pfds.","pfds.","400 Amps","1200 Amps","1200 Amps","37.437 in.","21 in.","16.5 in.","21 in.","16.5 in.","5.15 in.","38.297 in.","56.906 in.","24.547 in.","27.547 in.","33.875 in.","10000 ft.","155 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12X2.25 x","Min Outside Diameter","Bottom Terminal Comments","1.5-12x2.25, .875 id tube","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.25 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Slots - 9.250 BC",""
"069W0412AN","","W17B600BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead and Bottom","5.0","69 kV","350 kV","44 kV","","","278 pfds.","pfds.","400 Amps","1200 Amps","1200 Amps","37.437 in.","21 in.","16.5 in.","21 in.","16.5 in.","5.15 in.","38.297 in.","56.906 in.","24.547 in.","27.547 in.","33.875 in.","10000 ft.","156 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.25, Silver-plated x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 2.25, 0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.750 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Slots - 9.250 BC",""
"069W0412LC","","W7B961BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead and Bottom","2.0","69 kV","350 kV","44 kV","","","303 pfds.","pfds.","400 Amps","1200 Amps","","37.437 in.","21 in.","","21 in.","","5.15 in.","35.297 in.","56.906 in.","24.547 in.","27.547 in.","30.814 in.","10000 ft.","150 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12x 2.250, SP x","Min Outside Diameter","Bottom Terminal Comments","1.5-12-2.25, .875 tube ID","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) - 0.875 Holes - 9.25 BC","For application to  -50 Deg. C"
"069W0412UC","","W7B590BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead and Bottom","5.0","69 kV","350 kV","44 kV","","","278 pfds.","pfds.","400 Amps","1200 Amps","1200 Amps","37.437 in.","21 in.","16.5 in.","21 in.","16.5 in.","5.15 in.","35.297 in.","56.906 in.","24.547 in.","27.547 in.","30.814 in.","10000 ft.","150 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.25 In, Silver-plated x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 2.25, 0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Holes - 9.250 BC",""
"069W0412XN","","W17B602BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead and Bottom","5.0","69 kV","350 kV","44 kV","","","316.4 pfds.","pfds.","400 Amps","1200 Amps","1200 Amps","37.437 in.","21 in.","16.5 in.","21 in.","16.5 in.","5.15 in.","41.172 in.","70.406 in.","27.422 in.","30.422 in.","36.75 in.","10000 ft.","169 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.25 In, Silver-plated x 12 UN-2A","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 2.25, 0.875 ID In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Holes - 9.250 BC",""
"069W0600MF","","W17B999BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","1.0","69 kV","350 kV","44 kV","","","143 pfds.","pfds.","","600 Amps","","33.188 in.","4.188 in.","","4.188 in.","","5.156 in.","33.5 in.","55 in.","24.5 in.","27.5 in.","","10000 ft.","150 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12 x 2.125, SP x","Min Outside Diameter","Bottom Terminal Comments","1.125-12 x 2.25, SP","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) - .875 Holes - 9.250 Dia. BC",""
"069W0800VN","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Draw Lead","3.0","69 kV","350 kV","44 kV","","","637 pfds.","pfds.","800 Amps","","","41.188 in.","26.75 in.","","26.75 in.","","5.665 in.","43.032 in.","63.188 in.","27.515 in.","33.39 in.","32.953 in.","10000 ft.","260 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.125-12UN-2A, 2.250 USABLE THD, SP x","Min Outside Diameter","Bottom Terminal Comments","1.625 Tube I.D.","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.00 in.","Epoxy Coated Shield and Terminal Kit","(6) Holes on 10.875 BC",""
"069W1200AG","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Interchangable","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","1.0","69 kV","350 kV","44 kV","","","232 pfds.","pfds.","","1200 Amps","1200 Amps","33.125 in.","16.875 in.","16.875 in.","16.875 in.","16.875 in.","6.5 in.","39.75 in.","54.656 in.","27.375 in.","32 in.","","10000 ft.","320 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12X2.25 x","Min Outside Diameter","Bottom Terminal Comments","(8) .625-16 holes on 6.0 bc","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.5 in.","Epoxy Coated Shield and Terminal Kit","(12) .750 Dia. Holes - 19.000 Dia. BC",""
"069W1200AT","","W17B617BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","4.0","69 kV","350 kV","44 kV","","","364.3 pfds.","pfds.","","1200 Amps","","43.937 in.","27 in.","","27 in.","","5.15 in.","41.172 in.","72.9 in.","27.422 in.","30.422 in.","","10000 ft.","176 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.25 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 4.25, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.75 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Holes - 9.250 BC","NONE"
"069W1200CA","","","Contact Us","Contact Us","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","1.0","69 kV","350 kV","44 kV","","","289 pfds.","pfds.","","1200 Amps","","37.25 in.","15.75 in.","","15.75 in.","","5.15 in.","37.297 in.","56.906 in.","24.547 in.","27.922 in.","","10000 ft.","166 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.5-12X2.25 USABLE THD, SP x","Min Outside Diameter","Bottom Terminal Comments","1.5-12x2.25","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","8.75 in.","Epoxy Coated Shield and Terminal Kit","",""
